name,orf_name,chr,start,end,length,strand,orf_class,ontology
YLR252W,YLR252W,12,641959.0,642264.0,305.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YLR253W,YLR253W,12,642629.0,644338.0,1709.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005739"
NDL1,YLR254C,12,644406.0,644975.0,569.0,-,Verified,"GO:0005737,GO:0005634,GO:0030473,GO:0005881,GO:0051010"
YLR255C,YLR255C,12,645602.0,645955.0,353.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
HAP1,YLR256W,12,646417.0,650925.0,4508.0,+,Verified,"GO:0009060,GO:0045944,GO:0003704,GO:0005634"
YLR257W,YLR257W,12,658828.0,659793.0,965.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
GSY2,YLR258W,12,660718.0,662835.0,2117.0,+,Verified,"GO:0004373,GO:0005737,GO:0005978"
HSP60,YLR259C,12,663286.0,665004.0,1718.0,-,Verified,"GO:0006457,GO:0005739,GO:0030150,GO:0003697,GO:0042645"
LCB5,YLR260W,12,665846.0,667909.0,2063.0,+,Verified,"GO:0017050,GO:0005624,GO:0005625,GO:0006665,GO:0019722,GO:0009408"
VPS63,YLR261C,12,668239.0,668565.0,326.0,-,Dubious,"GO:0006623,GO:0003674,GO:0005575"
YPT6,YLR262C,12,668246.0,668893.0,647.0,-,Verified,"GO:0042147,GO:0003924,GO:0005794,GO:0006886"
TMA7,YLR262C-A,12,669470.0,669664.0,194.0,-,Verified,"GO:0003674,GO:0005737,GO:0005634,GO:0006412"
RED1,YLR263W,12,670342.0,672825.0,2483.0,+,Verified,"GO:0000800,GO:0007130,GO:0005515,GO:0043085,GO:0031490,GO:0051598,GO:0005198"
RPS28B,YLR264W,12,673133.0,673336.0,203.0,+,Verified,"GO:0003735,GO:0022627,GO:0006412,GO:0000723"
YLR264C-A,YLR264C-A,12,673830.0,673946.0,116.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
NEJ1,YLR265C,12,674429.0,675457.0,1028.0,-,Verified,"GO:0003674,GO:0006281,GO:0006302,GO:0005634,GO:0032807"
PDR8,YLR266C,12,675621.0,677726.0,2105.0,-,Verified,"GO:0003704,GO:0003677,GO:0005634,GO:0045944,GO:0006950"
BOP2,YLR267W,12,678214.0,679926.0,1712.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
SEC22,YLR268W,12,680202.0,680846.0,644.0,+,Verified,"GO:0005484,GO:0006906,GO:0006890,GO:0006888,GO:0006891,GO:0016021,GO:0005783,GO:0005794"
YLR269C,YLR269C,12,680868.0,681218.0,350.0,-,Dubious,"GO:0003674,GO:0005575,GO:0030437,GO:0045944"
DCS1,YLR270W,12,681188.0,682240.0,1052.0,+,Verified,"GO:0000290,GO:0016818,GO:0005737,GO:0005634,GO:0005739,GO:0000932,GO:0050072"
YLR271W,YLR271W,12,682739.0,683563.0,824.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005737,GO:0005634"
YCS4,YLR272C,12,683674.0,687204.0,3530.0,-,Verified,"GO:0003674,GO:0007076,GO:0000799,GO:0000070,GO:0010032,GO:0005730,GO:0030466,GO:0043007"
PIG1,YLR273C,12,689085.0,691031.0,1946.0,-,Verified,"GO:0005979,GO:0000164,GO:0008599"
MCM5,YLR274W,12,691557.0,693884.0,2327.0,+,Verified,"GO:0005634,GO:0005737,GO:0006270,GO:0005656,GO:0006267,GO:0006343,GO:0042555,GO:0031261,GO:0003682,GO:0030174,GO:0000084,GO:0003688,GO:0006348,GO:0003697"
SMD2,YLR275W,12,694380.0,694802.0,422.0,+,Verified,"GO:0031202,GO:0000398,GO:0005685,GO:0046540,GO:0005682"
DBP9,YLR276C,12,695048.0,696832.0,1784.0,-,Verified,"GO:0004004,GO:0006364,GO:0000027,GO:0005730,GO:0042254"
YSH1,YLR277C,12,697158.0,699497.0,2339.0,-,Verified,"GO:0005849,GO:0006379,GO:0006378,GO:0005847,GO:0003723,GO:0004521"
YLR278C,YLR278C,12,700001.0,704026.0,4025.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005634"
YLR279W,YLR279W,12,704311.0,704700.0,389.0,+,Dubious,"GO:0003674,GO:0005575,GO:0008150"
YLR280C,YLR280C,12,704485.0,704835.0,350.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YLR281C,YLR281C,12,704495.0,704962.0,467.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005739"
YLR282C,YLR282C,12,705073.0,705414.0,341.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YLR283W,YLR283W,12,705188.0,706132.0,944.0,+,Uncharacterized,"GO:0003674,GO:0005739,GO:0008150"
ECI1,YLR284C,12,706200.0,707042.0,842.0,-,Verified,"GO:0005777,GO:0006635,GO:0004165"
NNT1,YLR285W,12,707362.0,708147.0,785.0,+,Verified,"GO:0000183,GO:0005737,GO:0008112,GO:0006769"
YLR285C-A,YLR285C-A,12,708170.0,708340.0,170.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
CTS1,YLR286C,12,708450.0,710138.0,1688.0,-,Verified,"GO:0005635,GO:0005783,GO:0009277,GO:0007109,GO:0005576,GO:0006032,GO:0008843"
YLR286W-A,YLR286W-A,12,708564.0,708698.0,134.0,+,Dubious,"GO:0008150,GO:0005575,GO:0003674"
YLR287C,YLR287C,12,710993.0,712060.0,1067.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005737"
RPS30A,YLR287C-A,12,712539.0,713160.0,621.0,-,Verified,"GO:0003735,GO:0022627,GO:0006412"
MEC3,YLR288C,12,713482.0,714906.0,1424.0,-,Verified,"GO:0006348,GO:0000077,GO:0006259,GO:0003677,GO:0005634,GO:0000722"
GUF1,YLR289W,12,715091.0,717028.0,1937.0,+,Verified,"GO:0008150,GO:0003924,GO:0005739"
YLR290C,YLR290C,12,717147.0,717980.0,833.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005739"
GCD7,YLR291C,12,718319.0,719464.0,1145.0,-,Verified,"GO:0005851,GO:0030234,GO:0003743,GO:0006446,GO:0032045,GO:0005085,GO:0005739"
SEC72,YLR292C,12,719791.0,720372.0,581.0,-,Verified,"GO:0005789,GO:0008565,GO:0031207,GO:0031204"
GSP1,YLR293C,12,720773.0,721432.0,659.0,-,Verified,"GO:0005634,GO:0006997,GO:0006364,GO:0005737,GO:0006913,GO:0003924"
YLR294C,YLR294C,12,721703.0,722032.0,329.0,-,Dubious,"GO:0003674,GO:0005575,GO:0045333"
ATP14,YLR295C,12,722001.0,722375.0,374.0,-,Verified,"GO:0000276,GO:0015986,GO:0046933,GO:0005739"
YLR296W,YLR296W,12,722980.0,723306.0,326.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YLR297W,YLR297W,12,724046.0,724435.0,389.0,+,Uncharacterized,"GO:0003674,GO:0000324,GO:0008150"
YHC1,YLR298C,12,724723.0,725418.0,695.0,-,Verified,"GO:0005685,GO:0003729,GO:0000243,GO:0000398"
ECM38,YLR299W,12,726071.0,728053.0,1982.0,+,Verified,"GO:0003810,GO:0006751,GO:0042908,GO:0007047,GO:0000324,GO:0009277"
YLR299C-A,YLR299C-A,12,727913.0,728005.0,92.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
EXG1,YLR300W,12,728957.0,730303.0,1346.0,+,Verified,"GO:0009277,GO:0004338,GO:0007047,GO:0006073"
YLR301W,YLR301W,12,730827.0,731561.0,734.0,+,Uncharacterized,"GO:0003674,GO:0005789,GO:0006613"
YLR302C,YLR302C,12,732193.0,732555.0,362.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
MET17,YLR303W,12,732544.0,733878.0,1334.0,+,Verified,"GO:0003961,GO:0006555,GO:0004124,GO:0019344,GO:0005737,GO:0042493,GO:0009636"
ACO1,YLR304C,12,735214.0,737550.0,2336.0,-,Verified,"GO:0005829,GO:0006099,GO:0006101,GO:0006537,GO:0003994,GO:0019541,GO:0005759,GO:0042645,GO:0000002,GO:0005739,GO:0042493,GO:0003697,GO:0003690"
STT4,YLR305C,12,738163.0,743865.0,5702.0,-,Verified,"GO:0005886,GO:0006646,GO:0030036,GO:0004430,GO:0009306,GO:0000165,GO:0005739,GO:0046854,GO:0048017,GO:0007033"
UBC12,YLR306W,12,744153.0,744853.0,700.0,+,Verified,"GO:0005575,GO:0045116,GO:0019788"
CDA1,YLR307W,12,745622.0,746527.0,905.0,+,Verified,"GO:0004099,GO:0005631,GO:0030476"
YLR307C-A,YLR307C-A,12,746850.0,747113.0,263.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
CDA2,YLR308W,12,747939.0,748877.0,938.0,+,Verified,"GO:0004099,GO:0005631,GO:0030476"
IMH1,YLR309C,12,749036.0,751771.0,2735.0,-,Verified,"GO:0005829,GO:0016192,GO:0003674,GO:0005794,GO:0043001"
CDC25,YLR310C,12,752226.0,756995.0,4769.0,-,Verified,"GO:0005737,GO:0007265,GO:0005088,GO:0005886,GO:0051726,GO:0007089,GO:0001302"
YLR311C,YLR311C,12,757267.0,757614.0,347.0,-,Dubious,"GO:0003674,GO:0008150,GO:0016021"
QNQ1,YLR312C,12,757639.0,758835.0,1196.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
MRPL15,YLR312W-A,12,759482.0,760243.0,761.0,+,Verified,"GO:0005762,GO:0003735,GO:0006412,GO:0005739"
SPH1,YLR313C,12,760357.0,762342.0,1985.0,-,Verified,"GO:0005519,GO:0007015,GO:0000133,GO:0007121,GO:0007124,GO:0007266,GO:0005937,GO:0005935,GO:0005934,GO:0000131,GO:0030010"
CDC3,YLR314C,12,762575.0,764137.0,1562.0,-,Verified,"GO:0005200,GO:0005628,GO:0007047,GO:0005619,GO:0007120,GO:0000144,GO:0000902,GO:0000910,GO:0005545,GO:0030010,GO:0001400,GO:0031105"
NKP2,YLR315W,12,764808.0,765269.0,461.0,+,Verified,"GO:0008150,GO:0003674,GO:0000776,GO:0005816"
TAD3,YLR316C,12,765266.0,766358.0,1092.0,-,Verified,"GO:0008251,GO:0006400,GO:0005737,GO:0005634"
YLR317W,YLR317W,12,765655.0,766089.0,434.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
EST2,YLR318W,12,766542.0,769196.0,2654.0,+,Verified,"GO:0003721,GO:0005634,GO:0005730,GO:0005697,GO:0007004,GO:0003720,GO:0000333,GO:0000723,GO:0042162"
BUD6,YLR319C,12,769318.0,771684.0,2366.0,-,Verified,"GO:0000133,GO:0007015,GO:0006970,GO:0007266,GO:0007121,GO:0000282,GO:0000910,GO:0030478,GO:0030010,GO:0005519,GO:0005816"
MMS22,YLR320W,12,771940.0,776304.0,4364.0,+,Verified,"GO:0003674,GO:0006302,GO:0005634,GO:0042493,GO:0010526,GO:0045144"
SFH1,YLR321C,12,776584.0,777864.0,1280.0,-,Verified,"GO:0006302,GO:0016586,GO:0008094,GO:0031055,GO:0007059,GO:0000086,GO:0006368,GO:0043044,GO:0033262"
VPS65,YLR322W,12,777628.0,777942.0,314.0,+,Dubious,"GO:0006623,GO:0003674,GO:0005575,GO:0042493"
CWC24,YLR323C,12,778173.0,778952.0,779.0,-,Verified,"GO:0005681,GO:0005634,GO:0003674,GO:0034247"
PEX30,YLR324W,12,779215.0,780786.0,1571.0,+,Verified,"GO:0003674,GO:0005777,GO:0005779,GO:0007031"
RPL38,YLR325C,12,781143.0,781379.0,236.0,-,Verified,"GO:0006412,GO:0003735,GO:0022625"
YLR326W,YLR326W,12,782174.0,782896.0,722.0,+,Uncharacterized,"GO:0008150,GO:0005575,GO:0003674"
TMA10,YLR327C,12,783127.0,783387.0,260.0,-,Verified,"GO:0003674,GO:0008150,GO:0005737,GO:0005634,GO:0005840"
NMA1,YLR328W,12,784913.0,786118.0,1205.0,+,Verified,"GO:0019674,GO:0000309,GO:0005737,GO:0005634"
REC102,YLR329W,12,786442.0,787333.0,891.0,+,Verified,"GO:0007131,GO:0042138,GO:0005515,GO:0005634,GO:0000794"
CHS5,YLR330W,12,787664.0,789679.0,2015.0,+,Verified,"GO:0005737,GO:0006039,GO:0006893,GO:0003674,GO:0000747,GO:0030476,GO:0000282,GO:0032588,GO:0034044"
JIP3,YLR331C,12,790669.0,791046.0,377.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
MID2,YLR332W,12,790676.0,791806.0,1130.0,+,Verified,"GO:0007047,GO:0004888,GO:0000767,GO:0006970,GO:0001101,GO:0005887"
RPS25B,YLR333C,12,795573.0,796335.0,762.0,-,Verified,"GO:0003735,GO:0022627,GO:0006412"
YLR334C,YLR334C,12,796698.0,797078.0,380.0,-,Dubious,"GO:0003674,GO:0005575,GO:0008150"
NUP2,YLR335W,12,797430.0,799592.0,2162.0,+,Verified,"GO:0005198,GO:0006409,GO:0006611,GO:0006607,GO:0006608,GO:0006610,GO:0006999,GO:0005643,GO:0006407,GO:0006408,GO:0006609,GO:0006406,GO:0005739,GO:0000790,GO:0006348,GO:0006612"
SGD1,YLR336C,12,799697.0,802396.0,2699.0,-,Verified,"GO:0005634,GO:0003674,GO:0005730,GO:0006972"
VRP1,YLR337C,12,802653.0,805106.0,2453.0,-,Verified,"GO:0007121,GO:0007015,GO:0030479,GO:0030036,GO:0000131,GO:0005935,GO:0003779,GO:0006897"
OPI9,YLR338W,12,804346.0,805203.0,857.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YLR339C,YLR339C,12,805784.0,806335.0,551.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
RPP0,YLR340W,12,805887.0,806825.0,938.0,+,Verified,"GO:0003735,GO:0022625,GO:0006412,GO:0006414,GO:0000027"
SPO77,YLR341W,12,807385.0,808818.0,1433.0,+,Verified,"GO:0030437,GO:0003674,GO:0005622,GO:0030476"
FKS1,YLR342W,12,809997.0,815627.0,5630.0,+,Verified,"GO:0003843,GO:0030478,GO:0030479,GO:0006897,GO:0005739,GO:0008361,GO:0006075,GO:0000148,GO:0005624"
YLR342W-A,YLR342W-A,12,815810.0,815983.0,173.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
GAS2,YLR343W,12,816094.0,817761.0,1667.0,+,Verified,"GO:0005737,GO:0042124,GO:0030476"
RPL26A,YLR344W,12,819312.0,820142.0,830.0,+,Verified,"GO:0003723,GO:0022625,GO:0003735,GO:0006412"
YLR345W,YLR345W,12,820511.0,822040.0,1529.0,+,Uncharacterized,"GO:0005737,GO:0003873,GO:0006003,GO:0006110"
YLR346C,YLR346C,12,822287.0,822592.0,305.0,-,Uncharacterized,"GO:0003674,GO:0005739,GO:0009636"
KAP95,YLR347C,12,823827.0,826412.0,2585.0,-,Verified,"GO:0006606,GO:0008320,GO:0005737,GO:0005643,GO:0051292,GO:0006612"
YLR347W-A,YLR347W-A,12,824788.0,824928.0,140.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
DIC1,YLR348C,12,826976.0,827872.0,896.0,-,Verified,"GO:0005310,GO:0006835,GO:0005740,GO:0005739"
YLR349W,YLR349W,12,827520.0,828026.0,506.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
ORM2,YLR350W,12,828729.0,829379.0,650.0,+,Verified,"GO:0003674,GO:0006986,GO:0005783"
NIT3,YLR351C,12,829488.0,830363.0,875.0,-,Verified,"GO:0008150,GO:0005739,GO:0016810,GO:0005737"
YLR352W,YLR352W,12,831115.0,833538.0,2423.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
BUD8,YLR353W,12,834351.0,836162.0,1811.0,+,Verified,"GO:0007124,GO:0000282,GO:0003674,GO:0000131,GO:0005934"
TAL1,YLR354C,12,836349.0,837356.0,1007.0,-,Verified,"GO:0004801,GO:0006098,GO:0005737"
ILV5,YLR355C,12,838065.0,839252.0,1187.0,-,Verified,"GO:0000002,GO:0004455,GO:0005739,GO:0009082,GO:0042645"
YLR356W,YLR356W,12,840320.0,840913.0,593.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005739"
RSC2,YLR357W,12,841330.0,843999.0,2669.0,+,Verified,"GO:0007062,GO:0006303,GO:0000723,GO:0016586,GO:0008094,GO:0043044,GO:0006368,GO:0006276"
YLR358C,YLR358C,12,843486.0,844049.0,563.0,-,Dubious,"GO:0008150,GO:0005575,GO:0003674"
ADE13,YLR359W,12,844281.0,845729.0,1448.0,+,Verified,"GO:0005575,GO:0006189,GO:0004018,GO:0006164"
VPS38,YLR360W,12,846102.0,847421.0,1319.0,+,Verified,"GO:0003674,GO:0045324,GO:0034272"
DCR2,YLR361C,12,847387.0,849123.0,1736.0,-,Verified,"GO:0005575,GO:0016788,GO:0007089,GO:0042578,GO:0006470,GO:0030968,GO:0004721"
YLR361C-A,YLR361C-A,12,849382.0,849678.0,296.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
STE11,YLR362W,12,849865.0,852018.0,2153.0,+,Verified,"GO:0005737,GO:0001403,GO:0032093,GO:0004709,GO:0000186,GO:0001402,GO:0007232,GO:0000161,GO:0000750,GO:0007124,GO:0006468"
NMD4,YLR363C,12,852494.0,853150.0,656.0,-,Verified,"GO:0000184,GO:0003674,GO:0005737"
YLR363W-A,YLR363W-A,12,853460.0,853717.0,257.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005634"
GRX8,YLR364W,12,854061.0,854390.0,329.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
YLR365W,YLR365W,12,855198.0,855530.0,332.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YLR364C-A,YLR364C-A,12,855522.0,855644.0,122.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YLR366W,YLR366W,12,855537.0,855842.0,305.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
RPS22B,YLR367W,12,855877.0,857316.0,1439.0,+,Verified,"GO:0003735,GO:0006412,GO:0022627"
MDM30,YLR368W,12,857539.0,859335.0,1796.0,+,Verified,"GO:0007005,GO:0003674,GO:0005739,GO:0008053"
SSQ1,YLR369W,12,859551.0,861524.0,1973.0,+,Verified,"GO:0006261,GO:0006880,GO:0005759,GO:0051082,GO:0005739,GO:0016226"
ARC18,YLR370C,12,861717.0,862253.0,536.0,-,Verified,"GO:0005885,GO:0005200,GO:0007015,GO:0000001"
ROM2,YLR371W,12,862713.0,866783.0,4070.0,+,Verified,"GO:0007047,GO:0007264,GO:0005934,GO:0007117,GO:0007015,GO:0030010,GO:0006950,GO:0006897,GO:0005546,GO:0005089"
SUR4,YLR372W,12,867353.0,868390.0,1037.0,+,Verified,"GO:0006633,GO:0006892,GO:0030148,GO:0030497,GO:0005783,GO:0009922,GO:0000723"
VID22,YLR373C,12,868661.0,871366.0,2705.0,-,Verified,"GO:0003674,GO:0007039,GO:0005887"
YLR374C,YLR374C,12,871452.0,871841.0,389.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
STP3,YLR375W,12,871696.0,872727.0,1031.0,+,Verified,"GO:0005634,GO:0003674,GO:0008150"
PSY3,YLR376C,12,872825.0,873553.0,728.0,-,Verified,"GO:0003674,GO:0005737,GO:0005634,GO:0045021"
FBP1,YLR377C,12,873745.0,874791.0,1046.0,-,Verified,"GO:0042132,GO:0006800,GO:0006094,GO:0005829"
SEC61,YLR378C,12,875735.0,877177.0,1442.0,-,Verified,"GO:0030176,GO:0015833,GO:0015197,GO:0015450,GO:0005784,GO:0031204,GO:0006616,GO:0030970"
YLR379W,YLR379W,12,876921.0,877295.0,374.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
CSR1,YLR380W,12,878282.0,879508.0,1226.0,+,Verified,"GO:0007047,GO:0008526,GO:0015914,GO:0005737,GO:0005829,GO:0005792,GO:0005739,GO:0030433,GO:0005811,GO:0019217"
CTF3,YLR381W,12,879723.0,881924.0,2201.0,+,Verified,"GO:0005515,GO:0007059,GO:0000778"
NAM2,YLR382C,12,882067.0,884751.0,2684.0,-,Verified,"GO:0004823,GO:0005739,GO:0006429,GO:0003729,GO:0000372"
SMC6,YLR383W,12,885288.0,888632.0,3344.0,+,Verified,"GO:0003674,GO:0005634,GO:0006281,GO:0008283,GO:0030915,GO:0005739"
IKI3,YLR384C,12,888851.0,892900.0,4049.0,-,Verified,"GO:0006357,GO:0005634,GO:0005737,GO:0006400,GO:0003674,GO:0033588"
SWC7,YLR385C,12,892992.0,893390.0,398.0,-,Verified,"GO:0003674,GO:0005634,GO:0006338,GO:0000812"
VAC14,YLR386W,12,893628.0,896270.0,2642.0,+,Verified,"GO:0006644,GO:0000011,GO:0008047,GO:0000329,GO:0000306"
REH1,YLR387C,12,896374.0,897672.0,1298.0,-,Verified,"GO:0008150,GO:0003674,GO:0005737,GO:0007117"
RPS29A,YLR388W,12,898158.0,898821.0,663.0,+,Verified,"GO:0003735,GO:0006412,GO:0022627"
STE23,YLR389C,12,899577.0,902660.0,3083.0,-,Verified,"GO:0008237,GO:0006508,GO:0016021,GO:0007323"
ECM19,YLR390W,12,903066.0,903404.0,338.0,+,Verified,"GO:0007047,GO:0003674,GO:0005739"
CCW14,YLR390W-A,12,903724.0,904440.0,716.0,+,Verified,"GO:0005199,GO:0009277,GO:0007047,GO:0005739,GO:0000723"
YLR392C,YLR392C,12,904749.0,906305.0,1556.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
ATP10,YLR393W,12,907079.0,907918.0,839.0,+,Verified,"GO:0005739,GO:0033615,GO:0051082,GO:0032592,GO:0005743"
CST9,YLR394W,12,907950.0,909398.0,1448.0,+,Verified,"GO:0000228,GO:0007130,GO:0007129,GO:0019789,GO:0016925"
COX8,YLR395C,12,909729.0,909965.0,236.0,-,Verified,"GO:0005751,GO:0006123,GO:0004129,GO:0005739"
VPS33,YLR396C,12,910235.0,912310.0,2075.0,-,Verified,"GO:0000329,GO:0042144,GO:0005524,GO:0005829,GO:0006895,GO:0045324,GO:0030897,GO:0000324,GO:0033263"
AFG2,YLR397C,12,912550.0,914892.0,2342.0,-,Verified,"GO:0005622,GO:0016887,GO:0042493"
SKI2,YLR398C,12,915156.0,919019.0,3863.0,-,Verified,"GO:0006402,GO:0006417,GO:0003724,GO:0005730,GO:0043330,GO:0017148,GO:0055087"
BDF1,YLR399C,12,919536.0,921596.0,2060.0,-,Verified,"GO:0005634,GO:0030528,GO:0006338,GO:0030437,GO:0000790,GO:0006281,GO:0007126"
YLR399W-A,YLR399W-A,12,920869.0,920973.0,104.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YLR400W,YLR400W,12,922063.0,922536.0,473.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
DUS3,YLR401C,12,922442.0,924448.0,2006.0,-,Verified,"GO:0017150,GO:0006400,GO:0005737,GO:0005634,GO:0042254"
YLR402W,YLR402W,12,924564.0,925079.0,515.0,+,Dubious,"GO:0008150,GO:0005575,GO:0003674"
SFP1,YLR403W,12,925567.0,927618.0,2051.0,+,Verified,"GO:0005634,GO:0003700,GO:0006383,GO:0005737,GO:0008361,GO:0042254"
FLD1,YLR404W,12,928742.0,929599.0,857.0,+,Verified,"GO:0016021,GO:0005783,GO:0032541,GO:0034389,GO:0003674"
DUS4,YLR405W,12,929788.0,930891.0,1103.0,+,Verified,"GO:0017150,GO:0006400,GO:0005575"
RPL31B,YLR406C,12,931064.0,931754.0,690.0,-,Verified,"GO:0003735,GO:0006412,GO:0022625"
YLR406C-A,YLR406C-A,12,932205.0,932354.0,149.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR407W,YLR407W,12,932966.0,933655.0,689.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
YLR408C,YLR408C,12,933883.0,934251.0,368.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005768"
UTP21,YLR409C,12,934412.0,937231.0,2819.0,-,Verified,"GO:0005634,GO:0006364,GO:0005730,GO:0042254,GO:0032040,GO:0003674,GO:0030686,GO:0034388"
VIP1,YLR410W,12,937539.0,940979.0,3440.0,+,Verified,"GO:0005737,GO:0033187,GO:0032958,GO:0000829"
CTR3,YLR411W,12,947251.0,947976.0,725.0,+,Verified,"GO:0005887,GO:0015088,GO:0015677"
BER1,YLR412W,12,948366.0,949190.0,824.0,+,Verified,"GO:0003674,GO:0008150,GO:0005737"
YLR412C-A,YLR412C-A,12,950264.0,950470.0,206.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YLR413W,YLR413W,12,951153.0,953180.0,2027.0,+,Uncharacterized,"GO:0003674,GO:0005575,GO:0008150"
YLR414C,YLR414C,12,953350.0,954141.0,791.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005933,GO:0005737"
YLR415C,YLR415C,12,954256.0,954594.0,338.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
YLR416C,YLR416C,12,954488.0,954886.0,398.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
VPS36,YLR417W,12,955007.0,956707.0,1700.0,+,Verified,"GO:0045053,GO:0016299,GO:0006623,GO:0000814,GO:0043162,GO:0000723,GO:0000433"
CDC73,YLR418C,12,956911.0,958092.0,1181.0,-,Verified,"GO:0008023,GO:0016944,GO:0006368,GO:0016593,GO:0005634,GO:0016571,GO:0006310,GO:0000723,GO:0010526"
YLR419W,YLR419W,12,958425.0,962732.0,4307.0,+,Uncharacterized,"GO:0008150,GO:0005737,GO:0005739,GO:0003674"
URA4,YLR420W,12,963782.0,964876.0,1094.0,+,Verified,"GO:0004151,GO:0006221,GO:0005737,GO:0005634,GO:0006207"
RPN13,YLR421C,12,965087.0,965557.0,470.0,-,Verified,"GO:0006508,GO:0004175,GO:0008541,GO:0043130"
YLR422W,YLR422W,12,965894.0,971692.0,5798.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
ATG17,YLR423C,12,971914.0,973167.0,1253.0,-,Verified,"GO:0019209,GO:0000723,GO:0032947,GO:0032147,GO:0000045,GO:0030242,GO:0000407,GO:0034273"
SPP382,YLR424W,12,973392.0,975518.0,2126.0,+,Verified,"GO:0000398,GO:0003723,GO:0005737,GO:0005634,GO:0005739,GO:0000390,GO:0005681,GO:0000349,GO:0004004"
TUS1,YLR425W,12,982891.0,986814.0,3923.0,+,Verified,"GO:0005089,GO:0007165,GO:0007047,GO:0005575"
YLR426W,YLR426W,12,987059.0,988110.0,1051.0,+,Uncharacterized,"GO:0005739,GO:0042493,GO:0003674"
MAG2,YLR427W,12,988425.0,990437.0,2012.0,+,Verified,"GO:0006307,GO:0003674,GO:0005737"
YLR428C,YLR428C,12,990614.0,990958.0,344.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
CRN1,YLR429W,12,990774.0,992729.0,1955.0,+,Verified,"GO:0008017,GO:0007015,GO:0007017,GO:0051015,GO:0030674,GO:0030479,GO:0005885,GO:0048228,GO:0034316"
SEN1,YLR430W,12,993431.0,1000126.0,6695.0,+,Verified,"GO:0006364,GO:0005634,GO:0008033,GO:0043144,GO:0016180,GO:0003717,GO:0006369,GO:0008186,GO:0043141,GO:0032575,GO:0008094"
ATG23,YLR431C,12,1000339.0,1001700.0,1361.0,-,Verified,"GO:0003674,GO:0032258,GO:0000407,GO:0000300,GO:0016236,GO:0034497"
IMD3,YLR432W,12,1002554.0,1004125.0,1571.0,+,Verified,"GO:0005737,GO:0003938,GO:0006183"
CNA1,YLR433C,12,1004344.0,1006005.0,1661.0,-,Verified,"GO:0006873,GO:0007047,GO:0004723,GO:0005737,GO:0000754,GO:0005955"
YLR434C,YLR434C,12,1006022.0,1006405.0,383.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
