orf_name,name,chr,start,stop,length,strand,orf_class,TSS,PAS,transcript_start,transcript_stop
YKL190W,CNB1,11,82952,83555,603,+,Verified,82914.0,83723.0,82914,83723
YKL189W,HYM1,11,84709,85908,1199,+,Verified,84610.0,86043.0,84610,86043
YKL188C,PXA2,11,86230,88791,2561,-,Verified,88578.0,86021.0,86021,88578
YKL187C,YKL187C,11,89289,91541,2252,-,Uncharacterized,91193.0,89134.0,89134,91193
YKL186C,MTR2,11,92749,93470,721,-,Verified,93353.0,92649.0,92649,93353
YKL185W,ASH1,11,94504,96270,1766,+,Verified,94156.0,96383.0,94156,96383
YKL184W,SPE1,11,96762,98162,1400,+,Verified,96610.0,98173.0,96610,98173
YKL183C-A,YKL183C-A,11,98400,98612,212,-,Uncharacterized,,,98612,98400
YKL183W,LOT5,11,98726,99646,920,+,Verified,98583.0,99781.0,98583,99781
YKL182W,FAS1,11,100676,106831,6155,+,Verified,100352.0,106917.0,100352,106917
YKL181W,PRS1,11,107321,108604,1283,+,Verified,107145.0,108727.0,107145,108727
YKL180W,RPL17A,11,109274,110134,860,+,Verified,109253.0,110243.0,109253,110243
YKL179C,COY1,11,110469,112508,2039,-,Verified,112523.0,110241.0,110241,112523
YKL178C,STE3,11,113220,114632,1412,-,Verified,114071.0,112943.0,112943,114071
YKL177W,YKL177W,11,114361,114699,338,+,Dubious,,,114361,114699
YKL176C,LST4,11,115505,117991,2486,-,Verified,118333.0,115413.0,115413,118333
YKL175W,ZRT3,11,118798,120309,1511,+,Verified,118779.0,120393.0,118779,120393
YKL174C,TPO5,11,120385,122241,1856,-,Verified,122327.0,120303.0,120303,122327
YKL173W,SNU114,11,122522,125548,3026,+,Verified,122444.0,125651.0,122444,125651
YKL172W,EBP2,11,125764,127047,1283,+,Verified,125741.0,127146.0,125741,127146
YKL171W,YKL171W,11,127480,130266,2786,+,Uncharacterized,127403.0,130473.0,127403,130473
YKL170W,MRPL38,11,130639,131055,416,+,Verified,130566.0,131191.0,130566,131191
YKL169C,YKL169C,11,130690,131073,383,-,Dubious,,,131073,130690
YKL168C,KKQ8,11,131293,133467,2174,-,Verified,133495.0,131108.0,131108,133495
YKL167C,MRP49,11,133726,134139,413,-,Verified,134133.0,133517.0,133517,134133
YKL166C,TPK3,11,134514,135710,1196,-,Verified,135864.0,134294.0,134294,135864
YKL165C-A,YKL165C-A,11,135795,136028,233,-,Dubious,,,136028,135795
YKL165C,MCD4,11,137937,140696,2759,-,Verified,140725.0,137780.0,137780,140725
YKL164C,PIR1,11,141799,142824,1025,-,Verified,142902.0,141541.0,141541,142902
YKL163W,PIR3,11,144406,145383,977,+,Verified,,145638.0,144406,145638
YKL162C-A,YKL162C-A,11,145927,146079,152,-,Dubious,,,146079,145927
YKL162C,YKL162C,11,147635,148843,1208,-,Uncharacterized,148927.0,147494.0,147494,148927
YKL161C,YKL161C,11,149391,150692,1301,-,Verified,150970.0,149133.0,149133,150970
YKL160W,ELF1,11,153274,153711,437,+,Verified,153266.0,153779.0,153266,153779
YKL159C,RCN1,11,153821,154456,635,-,Verified,154466.0,153721.0,153721,154466
YKL157W,APE2,11,154996,158186,3190,+,Verified,154964.0,158393.0,154964,158393
YKL156W,RPS27A,11,158619,159217,598,+,Verified,158611.0,159424.0,158611,159424
YKL156C-A,YKL156C-A,11,158980,159096,116,-,Dubious,,,159096,158980
YKL155C,RSM22,11,159461,161347,1886,-,Verified,161350.0,159416.0,159416,161350
YKL154W,SRP102,11,161606,162340,734,+,Verified,161526.0,162405.0,161526,162405
YKL153W,YKL153W,11,163605,164114,509,+,Dubious,,,163605,164114
YKL152C,GPM1,11,163647,164390,743,-,Verified,164413.0,163507.0,163507,164413
YKL151C,YKL151C,11,164922,165935,1013,-,Uncharacterized,166001.0,164817.0,164817,166001
YKL150W,MCR1,11,166405,167457,1052,+,Verified,166481.0,167577.0,166481,167577
YKL149C,DBR1,11,167617,168834,1217,-,Verified,168874.0,167488.0,167488,168874
YKL148C,SDH1,11,169212,171134,1922,-,Verified,171286.0,169016.0,169016,171286
YKL147C,YKL147C,11,171556,172173,617,-,Dubious,,,172173,171556
YKL146W,AVT3,11,171788,173866,2078,+,Verified,171767.0,173947.0,171767,173947
YKL145W,RPT1,11,174218,175621,1403,+,Verified,174195.0,175772.0,174195,175772
YKL145W-A,YKL145W-A,11,174963,175055,92,+,Dubious,,,174963,175055
YKL144C,RPC25,11,175848,176486,638,-,Verified,176550.0,175721.0,175721,176550
YKL143W,LTV1,11,176786,178177,1391,+,Verified,176732.0,178258.0,176732,178258
YKL142W,MRP8,11,178520,179179,659,+,Verified,178471.0,179319.0,178471,179319
YKL141W,SDH3,11,179672,180268,596,+,Verified,179631.0,180370.0,179631,180370
YKL140W,TGL1,11,180784,182430,1646,+,Verified,180534.0,182624.0,180534,182624
YKL139W,CTK1,11,182963,184549,1586,+,Verified,182780.0,184600.0,182780,184600
YKL138C-A,HSK3,11,184808,185017,209,-,Verified,185039.0,184505.0,184505,185039
YKL138C,MRPL31,11,185291,185686,395,-,Verified,185796.0,185217.0,185217,185796
YKL137W,CMC1,11,185962,186297,335,+,Verified,185909.0,186495.0,185909,186495
YKL136W,YKL136W,11,186421,186819,398,+,Dubious,,,186421,186819
YKL135C,APL2,11,186465,188645,2180,-,Verified,188768.0,186391.0,186391,188768
YKL134C,OCT1,11,189129,191441,2312,-,Verified,191493.0,188952.0,188952,191493
YKL133C,YKL133C,11,191678,193069,1391,-,Uncharacterized,193097.0,191515.0,191515,193097
YKL132C,RMA1,11,193573,194865,1292,-,Verified,194988.0,193328.0,193328,194988
YKL131W,YKL131W,11,194477,194998,521,+,Dubious,,,194477,194998
YKL130C,SHE2,11,195287,196027,740,-,Verified,196077.0,195153.0,195153,196077
YKL129C,MYO3,11,196348,200163,3815,-,Verified,200233.0,196242.0,196242,200233
YKL128C,PMU1,11,200528,201415,887,-,Verified,201446.0,200428.0,200428,201446
YKL127W,PGM1,11,203185,204897,1712,+,Verified,203131.0,205041.0,203131,205041
YKL126W,YPK1,11,205351,207393,2042,+,Verified,205153.0,207466.0,205153,207466
YKL125W,RRN3,11,207891,209774,1883,+,Verified,207768.0,209933.0,207768,209933
YKL124W,SSH4,11,210237,211976,1739,+,Verified,210136.0,212157.0,210136,212157
YKL123W,YKL123W,11,211687,212067,380,+,Dubious,,,211687,212067
YKL122C,SRP21,11,212139,212642,503,-,Verified,212667.0,212049.0,212049,212667
YKL121W,YKL121W,11,213786,216344,2558,+,Uncharacterized,213571.0,216464.0,213571,216464
YKL120W,OAC1,11,216988,217962,974,+,Verified,216898.0,218143.0,216898,218143
YKL119C,VPH2,11,218214,218861,647,-,Verified,218904.0,218073.0,218073,218904
YKL118W,YKL118W,11,218770,219081,311,+,Dubious,,,218770,219081
YKL117W,SBA1,11,219968,220618,650,+,Verified,219937.0,220767.0,219937,220767
YKL116C,PRR1,11,220988,222544,1556,-,Verified,222726.0,220843.0,220843,222726
YKL115C,YKL115C,11,222537,222929,392,-,Dubious,,,222929,222537
YKL114C,APN1,11,222996,224099,1103,-,Verified,224133.0,222915.0,222915,224133
YKL113C,RAD27,11,224371,225519,1148,-,Verified,225545.0,224263.0,224263,225545
YKL112W,ABF1,11,226214,228409,2195,+,Verified,226047.0,228550.0,226047,228550
YKL111C,YKL111C,11,228108,228443,335,-,Dubious,,,228443,228108
YKL110C,KTI12,11,228583,229524,941,-,Verified,229577.0,228441.0,228441,229577
YKL109W,HAP4,11,231871,233535,1664,+,Verified,231600.0,233899.0,231600,233899
YKL108W,SLD2,11,234070,235431,1361,+,Verified,234055.0,235571.0,234055,235571
YKL107W,YKL107W,11,235785,236714,929,+,Uncharacterized,,,235785,236714
YKL106C-A,YKL106C-A,11,236791,236910,119,-,Uncharacterized,236906.0,,236910,236906
YKL106W,AAT1,11,237180,238535,1355,+,Verified,237063.0,238656.0,237063,238656
YKL105C,YKL105C,11,238829,242227,3398,-,Uncharacterized,242426.0,238597.0,238597,242426
YKL104C,GFA1,11,242864,245017,2153,-,Verified,245219.0,242616.0,242616,245219
YKL103C,LAP4,11,245782,247326,1544,-,Verified,247405.0,245605.0,245605,247405
YKL102C,YKL102C,11,247706,248011,305,-,Dubious,,,248011,247706
YKL101W,HSL1,11,248564,253120,4556,+,Verified,248309.0,253168.0,248309,253168
YKL100C,YKL100C,11,253341,255104,1763,-,Uncharacterized,255111.0,253100.0,253100,255111
YKL100W-A,YKL100W-A,11,253803,253892,89,+,Dubious,,,253803,253892
YKL099C,UTP11,11,255364,256116,752,-,Verified,256185.0,255278.0,255278,256185
YKL098W,MTC2,11,256414,257487,1073,+,Uncharacterized,256388.0,257571.0,256388,257571
YKL097C,YKL097C,11,258147,258557,410,-,Dubious,,,258557,258147
YKL096C-B,YKL096C-B,11,258717,258866,149,-,Uncharacterized,,,258866,258717
YKL096W-A,CWP2,11,258897,259175,278,+,Verified,258865.0,259345.0,258865,259345
YKL096W,CWP1,11,260776,261495,719,+,Verified,260734.0,261591.0,260734,261591
YKL095W,YJU2,11,261921,262757,836,+,Verified,261739.0,,261739,262757
YKL094W,YJU3,11,262993,263934,941,+,Verified,262975.0,264023.0,262975,264023
YKL093W,MBR1,11,264433,265452,1019,+,Verified,,265643.0,264433,265643
YKL092C,BUD2,11,265789,269103,3314,-,Verified,269179.0,265659.0,265659,269179
YKL091C,YKL091C,11,269362,270294,932,-,Verified,270325.0,269267.0,269267,270325
YKL090W,CUE2,11,271522,272853,1331,+,Verified,271486.0,273033.0,271486,273033
YKL089W,MIF2,11,273038,274687,1649,+,Verified,273013.0,274781.0,273013,274781
YKL088W,YKL088W,11,274927,276642,1715,+,Uncharacterized,274898.0,276852.0,274898,276852
YKL087C,CYT2,11,276833,277507,674,-,Verified,277606.0,276731.0,276731,277606
YKL086W,SRX1,11,277925,278308,383,+,Verified,277899.0,278399.0,277899,278399
YKL085W,MDH1,11,278767,279771,1004,+,Verified,278676.0,280137.0,278676,280137
YKL084W,HOT13,11,280153,280503,350,+,Verified,280111.0,280713.0,280111,280713
YKL083W,YKL083W,11,280565,281179,614,+,Dubious,,,280565,281179
YKL082C,RRP14,11,280669,281973,1304,-,Verified,282038.0,280556.0,280556,282038
YKL081W,TEF4,11,282535,284099,1564,+,Verified,282510.0,284338.0,282510,284338
YKL080W,VMA5,11,284674,285852,1178,+,Verified,284569.0,285901.0,284569,285901
YKL079W,SMY1,11,286247,288217,1970,+,Verified,286191.0,288293.0,286191,288293
YKL078W,DHR2,11,288489,290696,2207,+,Verified,288456.0,290779.0,288456,290779
YKL077W,YKL077W,11,291097,292275,1178,+,Uncharacterized,291045.0,292477.0,291045,292477
YKL076C,PSY1,11,292482,292865,383,-,Dubious,,,292865,292482
YKL075C,YKL075C,11,292600,293952,1352,-,Uncharacterized,294037.0,292341.0,292341,294037
YKL074C,MUD2,11,294254,295837,1583,-,Verified,295831.0,294180.0,294180,295831
YKL073W,LHS1,11,296074,298719,2645,+,Verified,296024.0,298806.0,296024,298806
YKL072W,STB6,11,299226,301526,2300,+,Verified,299025.0,301658.0,299025,301658
YKL071W,YKL071W,11,304758,305528,770,+,Uncharacterized,,305601.0,304758,305601
YKL070W,YKL070W,11,305855,306364,509,+,Uncharacterized,,,305855,306364
YKL069W,YKL069W,11,306929,307471,542,+,Uncharacterized,306921.0,307533.0,306921,307533
YKL068W-A,YKL068W-A,11,308850,309086,236,+,Uncharacterized,308805.0,309420.0,308805,309420
YKL068W,NUP100,11,309843,312722,2879,+,Verified,309723.0,312840.0,309723,312840
YKL067W,YNK1,11,314456,314917,461,+,Verified,314386.0,315111.0,314386,315111
YKL066W,YKL066W,11,314925,315368,443,+,Dubious,,,314925,315368
YKL065W-A,YKL065W-A,11,315598,315819,221,+,Uncharacterized,315633.0,316087.0,315633,316087
YKL065C,YET1,11,316081,316701,620,-,Verified,316737.0,315990.0,315990,316737
YKL064W,MNR2,11,317408,320317,2909,+,Verified,317208.0,320480.0,317208,320480
YKL063C,YKL063C,11,320659,321162,503,-,Uncharacterized,321319.0,320488.0,320488,321319
YKL062W,MSN4,11,322872,324764,1892,+,Verified,322767.0,325091.0,322767,325091
YKL061W,YKL061W,11,325415,325756,341,+,Uncharacterized,325395.0,326044.0,325395,326044
YKL060C,FBA1,11,326052,327131,1079,-,Verified,327155.0,325971.0,325971,327155
YKL059C,MPE1,11,327762,329087,1325,-,Verified,329157.0,327669.0,327669,329157
YKL058W,TOA2,11,329810,330178,368,+,Verified,329802.0,330390.0,329802,330390
YKL057C,NUP120,11,330500,333613,3113,-,Verified,333678.0,330450.0,330450,333678
YKL056C,TMA19,11,334056,334559,503,-,Verified,334602.0,333954.0,333954,334602
YKL055C,OAR1,11,334965,335801,836,-,Verified,335829.0,334769.0,334769,335829
YKL054C,DEF1,11,336181,338397,2216,-,Verified,338494.0,335970.0,335970,338494
YKL053C-A,MDM35,11,338826,339086,260,-,Verified,339159.0,338711.0,338711,339159
YKL053W,YKL053W,11,339216,339590,374,+,Dubious,,,339216,339590
YKL052C,ASK1,11,339312,340190,878,-,Verified,340213.0,339278.0,339278,340213
YKL051W,SFK1,11,340956,342017,1061,+,Verified,340793.0,342113.0,340793,342113
YKL050C,YKL050C,11,342496,345264,2768,-,Verified,,342312.0,342312,342496
YKL049C,CSE4,11,345719,346408,689,-,Verified,346447.0,345627.0,345627,346447
YKL048C,ELM1,11,346858,348780,1922,-,Verified,348865.0,346705.0,346705,348865
YKL047W,YKL047W,11,349107,350657,1550,+,Uncharacterized,349076.0,350854.0,349076,350854
YKL046C,DCW1,11,350919,352268,1349,-,Verified,352486.0,350683.0,350683,352486
YKL045W,PRI2,11,353137,354723,1586,+,Verified,353070.0,354826.0,353070,354826
YKL044W,YKL044W,11,355966,356286,320,+,Dubious,,,355966,356286
YKL043W,PHD1,11,356392,357492,1100,+,Verified,356119.0,357651.0,356119,357651
YKL042W,SPC42,11,358119,359210,1091,+,Verified,358030.0,359431.0,358030,359431
YKL041W,VPS24,11,359786,360460,674,+,Verified,359668.0,360520.0,359668,360520
YKL040C,NFU1,11,360701,361471,770,-,Verified,361547.0,360451.0,360451,361547
YKL039W,PTM1,11,362265,363836,1571,+,Verified,362097.0,364089.0,362097,364089
YKL038W,RGT1,11,365248,368760,3512,+,Verified,365018.0,368926.0,365018,368926
YKL037W,AIM26,11,369008,369364,356,+,Uncharacterized,,,369008,369364
YKL036C,YKL036C,11,369171,369563,392,-,Dubious,,,369563,369171
YKL035W,UGP1,11,369534,371033,1499,+,Verified,369463.0,371201.0,369463,371201
YKL034W,TUL1,11,371472,373748,2276,+,Verified,371381.0,373861.0,371381,373861
YKL033W-A,YKL033W-A,11,374148,374858,710,+,Uncharacterized,374072.0,374928.0,374072,374928
YKL033W,YKL033W,11,375099,378215,3116,+,Uncharacterized,375093.0,378521.0,375093,378521
YKL032C,IXR1,11,379708,381501,1793,-,Verified,381683.0,379551.0,379551,381683
YKL031W,YKL031W,11,381715,382128,413,+,Dubious,,,381715,382128
YKL030W,YKL030W,11,382141,382746,605,+,Dubious,,,382141,382746
YKL029C,MAE1,11,382359,384368,2009,-,Verified,384405.0,382247.0,382247,384405
YKL028W,TFA1,11,385401,386849,1448,+,Verified,385371.0,386916.0,385371,386916
YKL027W,YKL027W,11,387205,388548,1343,+,Verified,387148.0,388665.0,387148,388665
YKL026C,GPX1,11,389023,389526,503,-,Verified,389649.0,388850.0,388850,389649
YKL025C,PAN3,11,389883,391922,2039,-,Verified,391956.0,389823.0,389823,391956
YKL024C,URA6,11,392169,392783,614,-,Verified,393008.0,392066.0,392066,393008
YKL023C-A,YKL023C-A,11,392789,393016,227,-,Uncharacterized,393008.0,,393016,393008
YKL023W,YKL023W,11,393364,394197,833,+,Uncharacterized,393332.0,394350.0,393332,394350
YKL022C,CDC16,11,394369,396891,2522,-,Verified,396808.0,394268.0,394268,396808
YKL021C,MAK11,11,396987,398393,1406,-,Verified,398261.0,396901.0,396901,398261
YKL020C,SPT23,11,398475,401723,3248,-,Verified,401776.0,398409.0,398409,401776
YKL019W,RAM2,11,402211,403161,950,+,Verified,402199.0,403237.0,402199,403237
YKL018C-A,YKL018C-A,11,403223,403522,299,-,Uncharacterized,403563.0,403160.0,403160,403563
YKL018W,SWD2,11,403745,404734,989,+,Verified,403715.0,404863.0,403715,404863
YKL017C,HCS1,11,404833,406884,2051,-,Verified,406892.0,404768.0,404768,406892
YKL016C,ATP7,11,407108,407632,524,-,Verified,407703.0,407011.0,407011,407703
YKL015W,PUT3,11,408187,411126,2939,+,Verified,408089.0,411239.0,408089,411239
YKL014C,URB1,11,411262,416556,5294,-,Verified,416586.0,411148.0,411148,416586
YKL013C,ARC19,11,417151,417666,515,-,Verified,417681.0,416986.0,416986,417681
YKL012W,PRP40,11,417953,419704,1751,+,Verified,417890.0,419845.0,417890,419845
YKL011C,CCE1,11,419798,420859,1061,-,Verified,420862.0,419716.0,419716,420862
YKL010C,UFD4,11,421067,425518,4451,-,Verified,425622.0,421008.0,421008,425622
YKL009W,MRT4,11,425885,426595,710,+,Verified,425849.0,426688.0,425849,426688
YKL008C,LAC1,11,426938,428194,1256,-,Verified,428318.0,426865.0,426865,428318
YKL007W,CAP1,11,428945,429751,806,+,Verified,428916.0,429889.0,428916,429889
YKL006C-A,SFT1,11,429841,430275,434,-,Verified,430317.0,429772.0,429772,430317
YKL006W,RPL14A,11,431549,432363,814,+,Verified,431530.0,432453.0,431530,432453
YKL005C,BYE1,11,432736,434520,1784,-,Verified,434636.0,432563.0,432563,434636
YKL004W,AUR1,11,435223,436428,1205,+,Verified,434866.0,436569.0,434866,436569
YKL003C,MRP17,11,436740,437135,395,-,Verified,437128.0,436642.0,436642,437128
YKL002W,DID4,11,437421,438187,766,+,Verified,437344.0,438263.0,437344,438263
YKL001C,MET14,11,438420,439028,608,-,Verified,439072.0,438343.0,438343,439072
YKR001C,VPS1,11,440251,442365,2114,-,Verified,442407.0,440109.0,440109,442407
YKR002W,PAP1,11,442875,444581,1706,+,Verified,442670.0,444657.0,442670,444657
YKR003W,OSH6,11,445024,446370,1346,+,Verified,444964.0,446459.0,444964,446459
YKR004C,ECM9,11,446442,447679,1237,-,Verified,447726.0,446376.0,446376,447726
YKR005C,YKR005C,11,448164,449810,1646,-,Uncharacterized,,447938.0,447938,448164
YKR006C,MRPL13,11,450066,450860,794,-,Verified,450864.0,449970.0,449970,450864
YKR007W,MEH1,11,451077,451631,554,+,Verified,451057.0,451712.0,451057,451712
YKR008W,RSC4,11,451844,453721,1877,+,Verified,451812.0,453846.0,451812,453846
YKR009C,FOX2,11,453995,456697,2702,-,Verified,,453879.0,453879,453995
YKR010C,TOF2,11,458567,460882,2315,-,Verified,460996.0,458464.0,458464,460996
YKR011C,YKR011C,11,461278,462339,1061,-,Uncharacterized,462447.0,461167.0,461167,462447
YKR012C,YKR012C,11,463382,463759,377,-,Dubious,,,463759,463382
YKR013W,PRY2,11,463602,464591,989,+,Verified,463562.0,464692.0,463562,464692
YKR014C,YPT52,11,465010,465714,704,-,Verified,465823.0,464779.0,464779,465823
YKR015C,YKR015C,11,466604,468310,1706,-,Uncharacterized,,,468310,466604
YKR016W,AIM28,11,469360,470982,1622,+,Uncharacterized,469312.0,471099.0,469312,471099
YKR017C,YKR017C,11,471337,472992,1655,-,Uncharacterized,473099.0,471132.0,471132,473099
YKR018C,YKR018C,11,473366,475543,2177,-,Uncharacterized,475571.0,473213.0,473213,475571
YKR019C,IRS4,11,475859,477706,1847,-,Verified,477788.0,475721.0,475721,477788
YKR020W,VPS51,11,477981,478475,494,+,Verified,477964.0,478692.0,477964,478692
YKR021W,ALY1,11,478877,481624,2747,+,Uncharacterized,478808.0,481779.0,478808,481779
YKR022C,NTR2,11,481814,482782,968,-,Verified,482838.0,481683.0,481683,482838
YKR023W,YKR023W,11,483062,484654,1592,+,Uncharacterized,483014.0,484713.0,483014,484713
YKR024C,DBP7,11,484787,487015,2228,-,Verified,487042.0,484710.0,484710,487042
YKR025W,RPC37,11,487413,488261,848,+,Verified,487382.0,488363.0,487382,488363
YKR026C,GCN3,11,488381,489298,917,-,Verified,489379.0,488208.0,488208,489379
YKR027W,BCH2,11,491007,493304,2297,+,Verified,490946.0,493385.0,490946,493385
YKR028W,SAP190,11,493900,497196,3296,+,Verified,493638.0,497126.0,493638,497126
YKR029C,SET3,11,497220,499475,2255,-,Verified,499514.0,497209.0,497209,499514
YKR030W,GMH1,11,499924,500745,821,+,Verified,499872.0,500855.0,499872,500855
YKR031C,SPO14,11,500986,506037,5051,-,Verified,506132.0,500764.0,500764,506132
YKR032W,YKR032W,11,506159,506473,314,+,Dubious,,,506159,506473
YKR033C,YKR033C,11,506521,506946,425,-,Dubious,,,506946,506521
YKR034W,DAL80,11,506540,507349,809,+,Verified,,,506540,507349
YKR035C,OPI8,11,507562,508203,641,-,Dubious,,,508203,507562
YKR035W-A,DID2,11,507581,508195,614,+,Verified,507564.0,508323.0,507564,508323
YKR036C,CAF4,11,508344,510275,1931,-,Verified,510305.0,508225.0,508225,510305
YKR037C,SPC34,11,510552,511439,887,-,Verified,511448.0,510388.0,510388,511448
YKR038C,KAE1,11,511641,512801,1160,-,Verified,512819.0,511549.0,511549,512819
YKR039W,GAP1,11,514705,516513,1808,+,Verified,514633.0,516583.0,514633,516583
YKR040C,YKR040C,11,517705,518208,503,-,Dubious,,,518208,517705
YKR041W,YKR041W,11,517840,518592,752,+,Uncharacterized,517834.0,,517834,518592
YKR042W,UTH1,11,519169,520266,1097,+,Verified,518961.0,520500.0,518961,520500
YKR043C,YKR043C,11,520539,521354,815,-,Uncharacterized,521386.0,520422.0,520422,521386
YKR044W,UIP5,11,521657,522988,1331,+,Verified,521597.0,523043.0,521597,523043
YKR045C,YKR045C,11,523060,523611,551,-,Uncharacterized,523639.0,522939.0,522939,523639
YKR046C,PET10,11,523865,524716,851,-,Verified,524725.0,523708.0,523708,524725
YKR047W,YKR047W,11,524899,525204,305,+,Dubious,,,524899,525204
YKR048C,NAP1,11,525029,526282,1253,-,Verified,526301.0,524897.0,524897,526301
YKR049C,FMP46,11,526472,526873,401,-,Verified,526891.0,526405.0,526405,526891
YKR050W,TRK2,11,527457,530126,2669,+,Verified,527436.0,530320.0,527436,530320
YKR051W,YKR051W,11,530588,531844,1256,+,Uncharacterized,530461.0,531934.0,530461,531934
YKR052C,MRS4,11,532192,533106,914,-,Verified,533177.0,531818.0,531818,533177
YKR053C,YSR3,11,533709,534923,1214,-,Verified,,533646.0,533646,533709
YKR054C,DYN1,11,535289,547567,12278,-,Verified,547632.0,535054.0,535054,547632
YKR055W,RHO4,11,547858,548733,875,+,Verified,547816.0,549035.0,547816,549035
YKR056W,TRM2,11,549090,551009,1919,+,Verified,549205.0,551073.0,549205,551073
YKR057W,RPS21A,11,551299,551884,585,+,Verified,551269.0,552083.0,551269,552083
YKR058W,GLG1,11,552412,554262,1850,+,Verified,,554361.0,552412,554361
YKR059W,TIF1,11,554629,555816,1187,+,Verified,554598.0,555925.0,554598,555925
